station_name,operator,line_name,lat,lng,passengers
西大原,いすみ鉄道,いすみ線,35.260515,140.377975,13.0
新田野,いすみ鉄道,いすみ線,35.27599,140.328525,6.0
大原,いすみ鉄道,いすみ線,35.25084666666667,140.39103333333333,249.0
西長田ゆりの里,えちぜん鉄道,三国芦原線,36.15358500000001,136.206495,137.0
鷲塚針原,えちぜん鉄道,三国芦原線,36.120239999999995,136.20481,147.0
西別院,えちぜん鉄道,三国芦原線,36.075255,136.22298999999998,155.0
中角,えちぜん鉄道,三国芦原線,36.101119999999995,136.204445,36.0
新田塚,えちぜん鉄道,三国芦原線,36.092575,136.20528000000002,257.0
番田,えちぜん鉄道,三国芦原線,36.21253,136.20252,14.0
福井口,えちぜん鉄道,三国芦原線,36.071495,136.2334,194.0
三国,えちぜん鉄道,三国芦原線,36.21692,136.14995,294.0
太郎丸エンゼルランド,えちぜん鉄道,三国芦原線,36.131335,136.20569,137.0
福大前西福井,えちぜん鉄道,三国芦原線,36.074405,136.21013,873.0
大関,えちぜん鉄道,三国芦原線,36.18663,136.20378,56.0
三国神社,えちぜん鉄道,三国芦原線,36.214885,136.15833500000002,58.0
水居,えちぜん鉄道,三国芦原線,36.219210000000004,136.172305,21.0
あわら湯のまち,えちぜん鉄道,三国芦原線,36.22296,136.1938,201.0
西春江ハートピア,えちぜん鉄道,三国芦原線,36.1389,136.20622,120.0
田原町,えちぜん鉄道,三国芦原線,36.07499,136.21764000000002,1357.0
下兵庫こうふく,えちぜん鉄道,三国芦原線,36.17012,136.20259333333334,58.0
三国港,えちぜん鉄道,三国芦原線,36.220095,136.140355,105.0
本荘,えちぜん鉄道,三国芦原線,36.204625,136.20316000000003,56.0
志比堺,えちぜん鉄道,勝山永平寺線,36.09777,136.311005,14.0
越前竹原,えちぜん鉄道,勝山永平寺線,36.073933333333336,136.41303,42.0
保田,えちぜん鉄道,勝山永平寺線,36.06992,136.45165333333333,3.0
山王,えちぜん鉄道,勝山永平寺線,36.079119999999996,136.39245333333335,48.0
勝山,えちぜん鉄道,勝山永平寺線,36.05592333333333,136.4922,275.0
越前野中,えちぜん鉄道,勝山永平寺線,36.08289,136.37687666666667,15.0
松岡,えちぜん鉄道,勝山永平寺線,36.094030000000004,136.30172499999998,141.0
発坂,えちぜん鉄道,勝山永平寺線,36.07259,136.46616333333333,40.0
光明寺,えちぜん鉄道,勝山永平寺線,36.08842,136.34455,8.0
永平寺口,えちぜん鉄道,勝山永平寺線,36.095805,136.32674500000002,166.0
小舟渡,えちぜん鉄道,勝山永平寺線,36.07553333333333,136.43405333333334,6.0
轟,えちぜん鉄道,勝山永平寺線,36.086839999999995,136.3611,41.0
下志比,えちぜん鉄道,勝山永平寺線,36.09063,136.336405,36.0
比島,えちぜん鉄道,勝山永平寺線,36.06597666666667,136.48411333333334,1.0
越前新保,えちぜん鉄道,勝山永平寺線,36.080380000000005,136.25095,222.0
越前開発,えちぜん鉄道,勝山永平寺線,36.075305,136.24128000000002,187.0
福井,えちぜん鉄道,勝山永平寺線,36.0621,136.22406,2479.0
越前島橋,えちぜん鉄道,勝山永平寺線,36.09012,136.277265,55.0
観音町,えちぜん鉄道,勝山永平寺線,36.09183,136.28969,291.0
東藤島,えちぜん鉄道,勝山永平寺線,36.08663,136.269855,38.0
新福井,えちぜん鉄道,勝山永平寺線,36.064835,136.22693,19.0
追分口,えちぜん鉄道,勝山永平寺線,36.08249,136.261375,33.0
東多良木,くま川鉄道,湯前線,32.272245,130.95080000000002,1.0
一武,くま川鉄道,湯前線,32.21456,130.83994,49.0
木上,くま川鉄道,湯前線,32.224275000000006,130.85890999999998,1.0
公立病院前,くま川鉄道,湯前線,32.256035,130.92189000000002,12.0
多良木,くま川鉄道,湯前線,32.262755,130.93319000000002,226.0
あさぎり,くま川鉄道,湯前線,32.23625,130.89376,504.0
湯前,くま川鉄道,湯前線,32.281365,130.979865,231.0
新鶴羽,くま川鉄道,湯前線,32.275445000000005,130.96621,7.0
肥後西村,くま川鉄道,湯前線,32.20227,130.808865,326.0
おかどめ幸福,くま川鉄道,湯前線,32.231449999999995,130.87510500000002,80.0
東免田,くま川鉄道,湯前線,32.2502,130.91302000000002,1.0
相良藩願成寺,くま川鉄道,湯前線,32.218365,130.769635,480.0
川村,くま川鉄道,湯前線,32.207235,130.79534999999998,2.0
人吉温泉,くま川鉄道,湯前線,32.216139999999996,130.753815,560.0
平原,しなの鉄道,しなの鉄道線,36.308635,138.45391,139.0
屋代高校前,しなの鉄道,しなの鉄道線,36.547955,138.13249,2009.0
中軽井沢,しなの鉄道,しなの鉄道線,36.347561999999996,138.593212,951.0
御代田,しなの鉄道,しなの鉄道線,36.31899,138.50632000000002,1359.0
軽井沢,しなの鉄道,しなの鉄道線,36.342863333333334,138.63513,2013.0
信濃追分,しなの鉄道,しなの鉄道線,36.335449999999994,138.558495,354.0
田中,しなの鉄道,しなの鉄道線,36.354415,138.32921,1925.0
上田,しなの鉄道,しなの鉄道線,36.39575333333334,138.25026,8248.0
西上田,しなの鉄道,しなの鉄道線,36.416875000000005,138.209055,1523.0
戸倉,しなの鉄道,しなの鉄道線,36.4928675,138.15308249999998,1856.0
坂城,しなの鉄道,しなの鉄道線,36.46198,138.18144999999998,1326.0
信濃国分寺,しなの鉄道,しなの鉄道線,36.37832,138.27383500000002,949.0
大屋,しなの鉄道,しなの鉄道線,36.36959,138.29712999999998,1431.0
滋野,しなの鉄道,しなの鉄道線,36.34232,138.3639075,611.0
屋代,しなの鉄道,しなの鉄道線,36.532422499999996,138.1282,3312.0
テクノさかき,しなの鉄道,しなの鉄道線,36.44058,138.1882,762.0
小諸,しなの鉄道,しなの鉄道線,36.32564166666666,138.42290166666666,5224.0
篠ノ井,しなの鉄道,しなの鉄道線,36.57695666666667,138.13807333333332,1.0
みどり中街,スカイレールサービス,広島短距離交通瀬野線,34.42765,132.595015,146.0
みどり中央,スカイレールサービス,広島短距離交通瀬野線,34.43024,132.589605,783.0
みどり口,スカイレールサービス,広島短距離交通瀬野線,34.422325,132.596315,914.0
和倉温泉,のと鉄道,七尾線,37.0747,136.92583333333334,1.0
七尾,のと鉄道,七尾線,37.04178,136.96422,1.0
笠師保,のと鉄道,七尾線,37.079505,136.85775,21.0
田鶴浜,のと鉄道,七尾線,37.065740000000005,136.89147,164.0
西岸,のと鉄道,七尾線,37.147665,136.87416000000002,34.0
穴水,のと鉄道,七尾線,37.228035000000006,136.904585,128.0
能登中島,のと鉄道,七尾線,37.109255,136.853615,99.0
能登鹿島,のと鉄道,七尾線,37.17979,136.897855,9.0
桐生,わたらせ渓谷鐵道,わたらせ渓谷線,36.411096666666666,139.33325333333332,1.0
花輪,わたらせ渓谷鐵道,わたらせ渓谷線,36.520830000000004,139.3077,41.0
水沼,わたらせ渓谷鐵道,わたらせ渓谷線,36.499849999999995,139.277595,57.0
神戸,わたらせ渓谷鐵道,わたらせ渓谷線,36.537505,139.356565,82.0
相老,わたらせ渓谷鐵道,わたらせ渓谷線,36.41030666666666,139.30440666666667,1100.0
通洞,わたらせ渓谷鐵道,わたらせ渓谷線,36.636865,139.43965,27.0
上神梅,わたらせ渓谷鐵道,わたらせ渓谷線,36.47007,139.257725,26.0
間藤,わたらせ渓谷鐵道,わたらせ渓谷線,36.65354,139.45009,90.0
足尾,わたらせ渓谷鐵道,わたらせ渓谷線,36.641915,139.447775,21.0
運動公園,わたらせ渓谷鐵道,わたらせ渓谷線,36.42041,139.30086,83.0
小中,わたらせ渓谷鐵道,わたらせ渓谷線,36.535655,139.337795,9.0
本宿,わたらせ渓谷鐵道,わたらせ渓谷線,36.481425,139.259345,25.0
大間々,わたらせ渓谷鐵道,わたらせ渓谷線,36.434614999999994,139.27755000000002,324.0
沢入,わたらせ渓谷鐵道,わたらせ渓谷線,36.58063,139.39628499999998,20.0
下新田,わたらせ渓谷鐵道,わたらせ渓谷線,36.40777666666667,139.31508666666667,44.0
原向,わたらせ渓谷鐵道,わたらせ渓谷線,36.61731,139.42052999999999,2.0
中野,わたらせ渓谷鐵道,わたらせ渓谷線,36.524275,139.317165,2.0
海部,阿佐海岸鉄道,阿佐東線,33.59342,134.351985,2.0
宍喰,阿佐海岸鉄道,阿佐東線,33.56693,134.30072,9.0
甲浦,阿佐海岸鉄道,阿佐東線,33.546883895,134.28784101000002,2.0
福島,阿武隈急行,阿武隈急行線,37.754315000000005,140.45992999999999,2602.0
角田,阿武隈急行,阿武隈急行線,37.979290000000006,140.77240999999998,1078.0
南角田,阿武隈急行,阿武隈急行線,37.964895,140.769615,28.0
大泉,阿武隈急行,阿武隈急行線,37.81989,140.56684,338.0
保原,阿武隈急行,阿武隈急行線,37.814565,140.55659500000002,754.0
卸町,阿武隈急行,阿武隈急行線,37.795455,140.47948,493.0
高子,阿武隈急行,阿武隈急行線,37.80838666666667,140.52718333333334,92.0
瀬上,阿武隈急行,阿武隈急行線,37.802375,140.49856499999999,220.0
兜,阿武隈急行,阿武隈急行線,37.8953925,140.64652,1.0
岡,阿武隈急行,阿武隈急行線,38.01902333333333,140.78034333333332,101.0
上保原,阿武隈急行,阿武隈急行線,37.80961,140.54282,320.0
二井田,阿武隈急行,阿武隈急行線,37.827815,140.580375,50.0
北丸森,阿武隈急行,阿武隈急行線,37.943105,140.77182,13.0
丸森,阿武隈急行,阿武隈急行線,37.93072,140.76172000000003,349.0
槻木,阿武隈急行,阿武隈急行線,38.07914,140.81018333333336,718.0
横倉,阿武隈急行,阿武隈急行線,37.996985,140.77605,11.0
富野,阿武隈急行,阿武隈急行線,37.87474,140.627465,16.0
東船岡,阿武隈急行,阿武隈急行線,38.050129999999996,140.789815,188.0
梁川,阿武隈急行,阿武隈急行線,37.846000000000004,140.60347,349.0
福島学院前,阿武隈急行,阿武隈急行線,37.79875333333333,140.48858833333335,471.0
向瀬上,阿武隈急行,阿武隈急行線,37.80658,140.51033,38.0
新田,阿武隈急行,阿武隈急行線,37.83776,140.593025,161.0
やながわ希望の森公園前,阿武隈急行,阿武隈急行線,37.857870000000005,140.61565000000002,186.0
あぶくま,阿武隈急行,阿武隈急行線,37.913405,140.68576000000002,5.0
新豊田,愛知環状鉄道,愛知環状鉄道線,35.08787857142857,137.15354142857143,9361.0
保見,愛知環状鉄道,愛知環状鉄道線,35.136715,137.1343625,1206.0
山口,愛知環状鉄道,愛知環状鉄道線,35.197895,137.1017025,1775.0
大門,愛知環状鉄道,愛知環状鉄道線,34.98258,137.15473500000002,2374.0
高蔵寺,愛知環状鉄道,愛知環状鉄道線,35.264255,137.04326,1.0
永覚,愛知環状鉄道,愛知環状鉄道線,35.02747,137.13898,463.0
新上挙母,愛知環状鉄道,愛知環状鉄道線,35.07179,137.15118,1214.0
八草,愛知環状鉄道,愛知環状鉄道線,35.17492,137.10715,4991.0
末野原,愛知環状鉄道,愛知環状鉄道線,35.03954,137.14690000000002,1982.0
瀬戸市,愛知環状鉄道,愛知環状鉄道線,35.22591333333333,137.07844333333333,5386.0
三河上郷,愛知環状鉄道,愛知環状鉄道線,35.01241,137.13276,1624.0
北野桝塚,愛知環状鉄道,愛知環状鉄道線,34.996285,137.13949,1677.0
中水野,愛知環状鉄道,愛知環状鉄道線,35.250455,137.071925,2857.0
三河豊田,愛知環状鉄道,愛知環状鉄道線,35.05543666666667,137.15093000000002,7272.0
篠原,愛知環状鉄道,愛知環状鉄道線,35.15473,137.12077,224.0
瀬戸口,愛知環状鉄道,愛知環状鉄道線,35.206565,137.08213,3565.0
愛環梅坪,愛知環状鉄道,愛知環状鉄道線,35.105154999999996,137.160915,1582.0
四郷,愛知環状鉄道,愛知環状鉄道線,35.12192666666667,137.16269333333332,1312.0
貝津,愛知環状鉄道,愛知環状鉄道線,35.13312,137.148055,993.0
北岡崎,愛知環状鉄道,愛知環状鉄道線,34.972255000000004,137.1577,3154.0
岡崎,愛知環状鉄道,愛知環状鉄道線,34.925783333333335,137.15723333333332,1.0
中岡崎,愛知環状鉄道,愛知環状鉄道線,34.95634,137.15278,3365.0
六名,愛知環状鉄道,愛知環状鉄道線,34.941285,137.151885,1299.0
杁ヶ池公園,愛知高速交通,東部丘陵線,35.171745,137.0379,2522.0
陶磁資料館南,愛知高速交通,東部丘陵線,35.17924,137.09705,216.0
公園西,愛知高速交通,東部丘陵線,35.1743,137.07685500000002,2037.0
愛・地球博記念公園,愛知高速交通,東部丘陵線,35.177665000000005,137.087535,3135.0
芸大通,愛知高速交通,東部丘陵線,35.17188,137.06122,1645.0
長久手古戦場,愛知高速交通,東部丘陵線,35.17147,137.049505,5078.0
はなみずき通,愛知高速交通,東部丘陵線,35.17752,137.03547,2267.0
八草,愛知高速交通,東部丘陵線,35.176514999999995,137.10635000000002,6145.0
藤が丘,愛知高速交通,東部丘陵線,35.182199999999995,137.022265,15396.0
多宝塔,鞍馬寺,鞍馬山鋼索鉄道,35.11644,135.77281,486.0
山門,鞍馬寺,鞍馬山鋼索鉄道,35.11455,135.772875,486.0
河芸,伊勢鉄道,伊勢線,34.780985,136.530995,33.0
伊勢上野,伊勢鉄道,伊勢線,34.800335000000004,136.54248,63.0
鈴鹿サーキット稲生,伊勢鉄道,伊勢線,34.8411,136.555215,127.0
中瀬古,伊勢鉄道,伊勢線,34.812145,136.543045,113.0
鈴鹿,伊勢鉄道,伊勢線,34.87847,136.588795,187.0
玉垣,伊勢鉄道,伊勢線,34.85514,136.57002999999997,172.0
徳田,伊勢鉄道,伊勢線,34.826145,136.54398500000002,20.0
河原田,伊勢鉄道,伊勢線,34.911235000000005,136.599275,1.0
東一身田,伊勢鉄道,伊勢線,34.758735,136.51209999999998,53.0
津,伊勢鉄道,伊勢線,34.73437333333333,136.51072333333335,1.0
稲梓,伊豆急行,伊豆急行線,34.72206,138.9494,28.0
伊豆熱川,伊豆急行,伊豆急行線,34.817212857142856,139.06945285714286,626.0
蓮台寺,伊豆急行,伊豆急行線,34.699466666666666,138.94129,473.0
片瀬白田,伊豆急行,伊豆急行線,34.80185,139.06122,216.0
河津,伊豆急行,伊豆急行線,34.747436666666665,138.99591333333333,945.0
伊豆北川,伊豆急行,伊豆急行線,34.827275,139.07572499999998,32.0
伊豆急下田,伊豆急行,伊豆急行線,34.679689999999994,138.944285,2052.0
南伊東,伊豆急行,伊豆急行線,34.957755000000006,139.088035,753.0
今井浜海岸,伊豆急行,伊豆急行線,34.753715,139.00467,195.0
富戸,伊豆急行,伊豆急行線,34.910039999999995,139.131685,221.0
城ヶ崎海岸,伊豆急行,伊豆急行線,34.890185,139.1219275,447.0
伊豆高原,伊豆急行,伊豆急行線,34.87746,139.10817500000002,1756.0
伊豆稲取,伊豆急行,伊豆急行線,34.774555,139.03737,950.0
伊豆大川,伊豆急行,伊豆急行線,34.84335,139.07407,111.0
伊東,伊豆急行,伊豆急行線,34.974835,139.092105,1.0
川奈,伊豆急行,伊豆急行線,34.950885,139.12483500000002,824.0
十国登り口,十国峠,十国鋼索線,35.12768,139.03743,270.0
十国峠,十国峠,十国鋼索線,35.12768,139.04083,270.0
修善寺,伊豆箱根鉄道,駿豆線,34.97927,138.95096999999998,3380.0
三島,伊豆箱根鉄道,駿豆線,35.125855,138.910635,12640.0
大仁,伊豆箱根鉄道,駿豆線,34.994365,138.93746,1770.0
韮山,伊豆箱根鉄道,駿豆線,35.053285,138.94552,2520.0
牧之郷,伊豆箱根鉄道,駿豆線,34.988855,138.95442,367.0
伊豆長岡,伊豆箱根鉄道,駿豆線,35.039805,138.94751,3685.0
三島二日町,伊豆箱根鉄道,駿豆線,35.11103,138.92593499999998,2325.0
原木,伊豆箱根鉄道,駿豆線,35.06549,138.943705,523.0
大場,伊豆箱根鉄道,駿豆線,35.0922,138.93938,3857.0
三島田町,伊豆箱根鉄道,駿豆線,35.1162025,138.9185625,2020.0
田京,伊豆箱根鉄道,駿豆線,35.014565,138.94577500000003,2021.0
伊豆仁田,伊豆箱根鉄道,駿豆線,35.078755,138.941565,2750.0
三島広小路,伊豆箱根鉄道,駿豆線,35.119344999999996,138.911215,2906.0
穴部,伊豆箱根鉄道,大雄山線,35.27986,139.14878,1185.0
和田河原,伊豆箱根鉄道,大雄山線,35.31594666666667,139.11821999999998,2526.0
小田原,伊豆箱根鉄道,大雄山線,35.256405,139.15650499999998,13727.0
岩原,伊豆箱根鉄道,大雄山線,35.298829999999995,139.12881,1213.0
大雄山,伊豆箱根鉄道,大雄山線,35.31904333333333,139.10370333333333,3908.0
井細田,伊豆箱根鉄道,大雄山線,35.268969999999996,139.157395,3167.0
緑町,伊豆箱根鉄道,大雄山線,35.25927,139.15861,442.0
相模沼田,伊豆箱根鉄道,大雄山線,35.292345,139.133905,2324.0
五百羅漢,伊豆箱根鉄道,大雄山線,35.275165,139.15555999999998,1215.0
塚原,伊豆箱根鉄道,大雄山線,35.301345,139.12672,1817.0
飯田岡,伊豆箱根鉄道,大雄山線,35.287904999999995,139.13932,1527.0
富士フイルム前,伊豆箱根鉄道,大雄山線,35.317703333333334,139.10951,1127.0
いよ立花,伊予鉄道,横河原線,33.827825000000004,132.772955,1828.0
久米,伊予鉄道,横河原線,33.816230000000004,132.80400500000002,2080.0
福音寺,伊予鉄道,横河原線,33.822535,132.7889,1455.0
横河原,伊予鉄道,横河原線,33.80342,132.88422,1093.0
牛渕,伊予鉄道,横河原線,33.795204999999996,132.856175,214.0
愛大医学部南口,伊予鉄道,横河原線,33.798095,132.87895,1121.0
牛渕団地前,伊予鉄道,横河原線,33.797709999999995,132.84625499999999,745.0
平井,伊予鉄道,横河原線,33.808710000000005,132.82868000000002,780.0
田窪,伊予鉄道,横河原線,33.79275,132.865735,660.0
鷹ノ子,伊予鉄道,横河原線,33.812525,132.815345,859.0
松山市,伊予鉄道,横河原線,33.83563,132.76184999999998,1.0
石手川公園,伊予鉄道,横河原線,33.831315000000004,132.76933,427.0
北久米,伊予鉄道,横河原線,33.81927,132.798685,1114.0
見奈良,伊予鉄道,横河原線,33.79304666666667,132.87367666666668,570.0
梅本,伊予鉄道,横河原線,33.80122,132.83902999999998,1275.0
南堀端,伊予鉄道,花園線,33.839439999999996,132.761255,1.0
松山市駅,伊予鉄道,花園線,33.836110000000005,132.76286,5473.0
余戸,伊予鉄道,郡中線,33.816255,132.733905,2000.0
土橋,伊予鉄道,郡中線,33.83233,132.75597,888.0
岡田,伊予鉄道,郡中線,33.799165,132.72436,806.0
鎌田,伊予鉄道,郡中線,33.81012,132.7299,926.0
古泉,伊予鉄道,郡中線,33.792485,132.71711499999998,1997.0
土居田,伊予鉄道,郡中線,33.8241,132.7441,2020.0
松前,伊予鉄道,郡中線,33.78591,132.70499999999998,838.0
地蔵町,伊予鉄道,郡中線,33.780005,132.70433500000001,471.0
郡中,伊予鉄道,郡中線,33.760705,132.70414499999998,874.0
郡中港,伊予鉄道,郡中線,33.75632,132.702145,854.0
新川,伊予鉄道,郡中線,33.77216,132.70440000000002,589.0
古町,伊予鉄道,高浜線,33.84697,132.75500499999998,3828.0
大手町,伊予鉄道,高浜線,33.839745,132.75522999999998,2137.0
西衣山,伊予鉄道,高浜線,33.85038,132.73401,1135.0
衣山,伊予鉄道,高浜線,33.852450000000005,132.743985,1840.0
三津,伊予鉄道,高浜線,33.863775000000004,132.719955,1580.0
山西,伊予鉄道,高浜線,33.85563,132.724165,2042.0
梅津寺,伊予鉄道,高浜線,33.87462,132.70763,272.0
高浜,伊予鉄道,高浜線,33.883444999999995,132.70219,823.0
港山,伊予鉄道,高浜線,33.869575,132.7134,268.0
本町一丁目,伊予鉄道,城南線,33.840755,132.75865,1.0
市役所前,伊予鉄道,城南線,33.83995,132.764625,532.0
南町,伊予鉄道,城南線,33.84739,132.77952,745.0
大街道,伊予鉄道,城南線,33.84125,132.76966499999997,3494.0
道後温泉,伊予鉄道,城南線,33.850355,132.785045,2074.0
勝山町,伊予鉄道,城南線,33.841750000000005,132.77482,1103.0
上一万,伊予鉄道,城南線,33.84681,132.77543500000002,1021.0
道後公園,伊予鉄道,城南線,33.848335000000006,132.78495,481.0
平和通一丁目,伊予鉄道,連絡線,33.847715,132.77445,1.0
警察署前,伊予鉄道,城南線,33.844620000000006,132.77536500000002,691.0
県庁前,伊予鉄道,城南線,33.841170000000005,132.766345,602.0
木屋町,伊予鉄道,城北線,33.853425,132.76098000000002,435.0
鉄砲町,伊予鉄道,城北線,33.848285000000004,132.768915,497.0
高砂町,伊予鉄道,城北線,33.851749999999996,132.762395,212.0
萱町六丁目,伊予鉄道,城北線,33.85178,132.75621999999998,248.0
赤十字病院前,伊予鉄道,城北線,33.848115,132.77238,1001.0
清水町,伊予鉄道,城北線,33.84924,132.76425999999998,297.0
本町六丁目,伊予鉄道,城北線,33.85346,132.75823,660.0
大手町駅前,伊予鉄道,大手町線,33.840315000000004,132.75547,374.0
ＪＲ松山駅前,伊予鉄道,大手町線,33.840725000000006,132.75234,2668.0
宮田町,伊予鉄道,大手町線,33.84392,132.75261,614.0
西堀端,伊予鉄道,大手町線,33.8403,132.758085,358.0
