lat,lng,price_per_sqm
35.18888472,136.9821375,157000.0
35.18344111,136.94982806,215000.0
35.17828111,136.96065806,198000.0
35.16935194,136.97320111,244000.0
35.16467806,136.94754889,437000.0
35.15949389,136.97148111,380000.0
35.17111,136.94982806,383000.0
35.15982694,136.94283889,313000.0
35.18433111,136.96010889,263000.0
35.18053111,136.97745806,192000.0
35.15960502,136.95654507,286000.0
35.150845,136.976735,181000.0
35.1616575,136.97520806,330000.0
35.17185306,136.96749111,232000.0
35.16228111,136.972165,458000.0
35.18692156,136.96548015,232000.0
35.17545806,136.93767889,274000.0
35.16073389,136.93398,310000.0
35.15676194,136.972615,213000.0
35.16639917,136.933285,337000.0
35.18603611,136.98520694,182000.0
35.16563611,136.971005,286000.0
35.18405667,136.9695325,198000.0
35.16791411,136.99076098,285000.0
35.17437889,136.94123889,298000.0
35.16203167,136.94747694,333000.0
35.16196806,136.98322111,700000.0
35.16646389,136.941665,410000.0
35.16608694,136.95122611,710000.0
35.16827389,136.94534389,904000.0
35.16891111,136.93645806,1410000.0
35.16735784,136.95711409,448000.0
35.16253611,136.96364889,600000.0
35.172205,136.93371111,555000.0
35.17767806,136.96632806,254000.0
35.186545,136.97527889,200000.0
35.16313806,136.92922389,298000.0
35.17044611,136.94096889,383000.0
35.16846389,136.94057306,729000.0
35.16008306,136.953825,329000.0
35.16805099,136.93823709,620000.0
35.17319,136.93848111,429000.0
35.16112611,136.97181806,700000.0
35.16672611,136.93622611,696000.0
35.17039306,136.93525111,808000.0
35.16168278,136.94188694,290000.0
35.18184194,136.95517806,255000.0
35.1746425,136.94898694,300000.0
35.16287056,136.98473194,387000.0
35.18011194,136.91725806,640000.0
35.18426889,136.91700611,478000.0
35.18200694,136.91528,777000.0
35.17606563,136.92412689,725000.0
35.18785889,136.92522694,275000.0
35.18063389,136.92479806,363000.0
35.18315889,136.93133306,404000.0
35.17739889,136.91164806,1510000.0
35.18495,136.93582,385000.0
35.18682194,136.919095,334000.0
35.18690325,136.95937103,258000.0
35.18091389,136.93630194,287000.0
35.17573389,136.92695611,395000.0
35.17613306,136.90872111,1590000.0
35.17920306,136.91940806,508000.0
35.18359,136.91505694,445000.0
35.17458611,136.92176611,828000.0
35.17217611,136.91076111,1550000.0
35.17117889,136.92193889,1240000.0
35.18553111,136.92613611,414000.0
35.17235,136.90917889,3410000.0
35.17563889,136.93191111,396000.0
35.17315889,136.91830111,534000.0
35.17439111,136.90967194,3140000.0
35.18139842,136.93947127,316000.0
35.17678417,136.91788806,560000.0
35.17202889,136.92462806,516000.0
35.20090389,136.90952306,247000.0
35.19612111,136.90157694,227000.0
35.21818306,136.92279889,114000.0
35.21182194,136.91698194,158000.0
35.22534306,136.91785111,112000.0
35.233005,136.90585389,118000.0
35.19989194,136.934215,199000.0
35.21027,136.90493694,171000.0
35.207865,136.91830194,165000.0
35.19009611,136.91047389,243000.0
35.23238806,136.92378806,126000.0
35.20459194,136.93318889,173000.0
35.19818694,136.92258111,208000.0
35.23594694,136.91817306,122000.0
35.20049111,136.91734306,208000.0
35.19501565,136.92839935,217000.0
35.23187306,136.91483111,124000.0
35.19126194,136.92137194,197000.0
35.19610111,136.90923306,244000.0
35.2027735,136.93129485,194000.0
35.23834,136.90876611,145000.0
35.19736611,136.929495,236000.0
35.20744806,136.90610306,163000.0
35.19744889,136.90611389,266000.0
35.19870806,136.91170389,306000.0
35.19744306,136.911495,340000.0
35.19589111,136.92607694,269000.0
35.22466611,136.92523306,137000.0
35.19033194,136.90833,206000.0
35.20942889,136.91074111,201000.0
35.19199389,136.93576694,610000.0
35.19415799,136.88451209,207000.0
35.19001,136.87226111,155000.0
35.22992611,136.89062306,125000.0
35.22956111,136.87035806,137000.0
35.19550611,136.89778389,240000.0
35.20422,136.889825,249000.0
35.18854,136.89367389,303000.0
35.2064,136.89312889,210000.0
35.17932806,136.88345,285000.0
35.22201694,136.89799806,142000.0
35.21962694,136.88726111,163000.0
35.20216889,136.87788889,144000.0
35.21821806,136.88648611,185000.0
35.20185034,136.88409652,171000.0
35.21208,136.87151806,131000.0
35.20254806,136.89763611,201000.0
35.18287028,136.88227389,210000.0
35.177795,136.89232111,480000.0
35.18616389,136.89093389,325000.0
35.21898389,136.88125694,180000.0
35.18667609,136.8849231,198000.0
35.21850694,136.87279694,153000.0
35.18320194,136.892805,385000.0
35.18751694,136.87519194,223000.0
35.20548806,136.89134389,248000.0
35.20171111,136.88766111,185000.0
35.17568306,136.88091806,2000000.0
35.22544275,136.89593201,152000.0
35.23009388,136.86788824,142000.0
35.22164389,136.87647611,214000.0
35.17668306,136.88257611,648000.0
35.17460597,136.88780106,1040000.0
35.17643889,136.88901,370000.0
35.18566611,136.88859694,268000.0
35.21806194,136.86139306,82500.0
35.20739,136.86449,91500.0
35.17961306,136.85385306,157000.0
35.15662389,136.86693306,177000.0
35.15976611,136.85316889,237000.0
35.16498111,136.83959611,161000.0
35.17493611,136.86133806,230000.0
35.15234306,136.85836611,183000.0
35.16625694,136.86212889,220000.0
35.16689255,136.85329142,255000.0
35.16219194,136.85619306,216000.0
35.18064,136.86549194,222000.0
35.16514806,136.84705194,200000.0
35.16143306,136.87542389,211000.0
35.15582305,136.8485416,200000.0
35.15109833,136.84208194,139000.0
35.18483611,136.86412194,193000.0
35.17587611,136.84761306,145000.0
35.17109889,136.885485,12000000.0
35.17035806,136.88516194,19500000.0
35.17775694,136.87640611,560000.0
35.16613194,136.87814194,530000.0
35.16622111,136.89150111,680000.0
35.17456306,136.88482,2890000.0
35.15829694,136.845575,225000.0
35.16031194,136.88987,360000.0
35.14996806,136.85273611,250000.0
35.16707694,136.887645,1960000.0
35.16924111,136.88118889,6850000.0
35.17040306,136.871925,289000.0
35.16191806,136.871675,304000.0
